name,rating,snippet,temp_text,stemmed_text,tokenized_text,cleaned_text
Devi Dimitra Maksum,4.0,"Lokasi universitas ada di dalam kompleks khusus Pertamina. Bisa dicapai dengan bus Trans Jakarta. Tersedia Gelanggang Olah raga, residence dan kolam renang. Fasilitas dari gedung universitas tersambung dengan GOR. Musholla ditemukan diluar gedung universitas, dan toilet ada didalam gedung.  Lahan parkir tersedia cukup, tapi tidak banyak, karena harus berbagi dengan pengunjung lokasi lain. Kantin terpisah dari gedung universitas, di kantin tersedia banyak pilihan makanan.",lokasi universitas kompleks khusus pertamina dicapai bus trans jakarta tersedia gelanggang olah raga residence kolam renang fasilitas gedung universitas tersambung gor musholla ditemukan diluar gedung universitas toilet didalam gedung lahan parkir tersedia berbagi pengunjung lokasi kantin terpisah gedung universitas kantin tersedia pilihan makanan,lokasi universitas kompleks khusus pertamina capai bus trans jakarta sedia gelanggang olah raga residence kolam renang fasilitas gedung universitas sambung gor musholla temu luar gedung universitas toilet dalam gedung lahan parkir sedia bagi unjung lokasi kantin pisah gedung universitas kantin sedia pilih makan,"['lokasi', 'universitas', 'kompleks', 'khusus', 'pertamina', 'capai', 'bus', 'trans', 'jakarta', 'sedia', 'gelanggang', 'olah', 'raga', 'residence', 'kolam', 'renang', 'fasilitas', 'gedung', 'universitas', 'sambung', 'gor', 'musholla', 'temu', 'luar', 'gedung', 'universitas', 'toilet', 'dalam', 'gedung', 'lahan', 'parkir', 'sedia', 'bagi', 'unjung', 'lokasi', 'kantin', 'pisah', 'gedung', 'universitas', 'kantin', 'sedia', 'pilih', 'makan']","['lokasi', 'universitas', 'kompleks', 'khusus', 'pertamina', 'capai', 'bus', 'trans', 'jakarta', 'sedia', 'gelanggang', 'olah', 'raga', 'residence', 'kolam', 'renang', 'fasilitas', 'gedung', 'universitas', 'sambung', 'gor', 'musholla', 'temu', 'luar', 'gedung', 'universitas', 'toilet', 'dalam', 'gedung', 'lahan', 'parkir', 'sedia', 'bagi', 'unjung', 'lokasi', 'kantin', 'pisah', 'gedung', 'universitas', 'kantin', 'sedia', 'pilih', 'makan']"
beny raga,5.0,"Area Kampus strategis dekat dengan Senayan. Security dan Pegawainya ramah"". Fasilitas Lab.nya sangat mendukung, apalagi di lab.elektro.univ.pertamina",area kampus strategis senayan security pegawainya ramah fasilitas labnya mendukung labelektrounivpertamina,area kampus strategis senayan security pegawai ramah fasilitas lab dukung labelektrounivpertamina,"['area', 'kampus', 'strategis', 'senayan', 'security', 'pegawai', 'ramah', 'fasilitas', 'lab', 'dukung', 'labelektrounivpertamina']","['area', 'kampus', 'strategis', 'senayan', 'security', 'pegawai', 'ramah', 'fasilitas', 'lab', 'dukung', 'labelektrounivpertamina']"
Kosasih Lingga Buana,5.0,Walaupun bangunan sudah berumur tapi tetep banyak peminat nya karena lokasi nya yg strategis,bangunan berumur tetep peminat lokasi strategis,bangun umur tetep minat lokasi strategis,"['bangun', 'umur', 'tetep', 'minat', 'lokasi', 'strategis']","['bangun', 'umur', 'tetep', 'minat', 'lokasi', 'strategis']"
ajie mirza,4.0,Tempat yg nyaman dan aman,nyaman aman,nyaman aman,"['nyaman', 'aman']","['nyaman', 'aman']"
Jiwa sraya,5.0,Tempat dan dosen sangat bagus. Semoga adik saya bisa menjadi mahasiswi baik disana.,dosen bagus semoga adik mahasiswi disana,dosen bagus moga adik mahasiswi sana,"['dosen', 'bagus', 'moga', 'adik', 'mahasiswi', 'sana']","['dosen', 'bagus', 'moga', 'adik', 'mahasiswi', 'sana']"
Yos st mudo,5.0,"sptnya kampus nya luas nih.
Kampus pilihan utk yg ingin mengabdi di bidang minyak, mineral ,bebatuan dan lainnya.
Semoga selalu mengutamakan kualitasnya",sptnya kampus luas nih kampus pilihan mengabdi bidang minyak mineral bebatuan semoga mengutamakan kualitasnya,sptnya kampus luas nih kampus pilih abdi bidang minyak mineral bebatuan moga utama kualitas,"['sptnya', 'kampus', 'luas', 'nih', 'kampus', 'pilih', 'abdi', 'bidang', 'minyak', 'mineral', 'bebatuan', 'moga', 'utama', 'kualitas']","['sptnya', 'kampus', 'luas', 'nih', 'kampus', 'pilih', 'abdi', 'bidang', 'minyak', 'mineral', 'bebatuan', 'moga', 'utama', 'kualitas']"
Besse Fitriani,2.0,Bgmn tuk menghubungi kontaknya.. mau bertanya ttg uang kuliah dan kpn pendaftarannya.. tolong dibantu yg punya kontaknya🙏🏻🙏🏻,bgmn tuk menghubungi kontaknya ttg uang kuliah kpn pendaftarannya tolong dibantu kontaknya ,bgmn tuk hubung kontak ttg uang kuliah kpn daftar tolong bantu kontak,"['bgmn', 'tuk', 'hubung', 'kontak', 'ttg', 'uang', 'kuliah', 'kpn', 'daftar', 'tolong', 'bantu', 'kontak']","['bgmn', 'tuk', 'hubung', 'kontak', 'ttg', 'uang', 'kuliah', 'kpn', 'daftar', 'tolong', 'bantu', 'kontak']"
Rifa Adinda Effendi,5.0,"Universitas Pertamina adalah sebuah universitas yang berdiri pada tahun 2016, yang berlokasi di kawasan Simprug, Jakarta Selatan. Universitas yang pengelolahanya berada di bawah naungan Yayasan Pertamina (Pertamina Foundation) ini di resmikan pada 11 Februari 2016. Rencananya Universitas ini akan menempati lahan seluas 6,5 hektare di kawasan Simprug, Jakarta Selatan dan akan ditunjang fasilitas dua gedung, masing-masing sembilan lantai dan empat lantai, sarana olahraga dan perpustakaan Pertamina. Universitas Pertamina akan mulai membuka tahun ajaran baru pada Juli 2016. Melalui Pertamina Foundation diperkirakan setiap program studi sarjana minimal 60 mahasiswa sehingga tiap tahun ajaran sedikitnya menerima 900 mahasiswa baru.",universitas pertamina universitas berdiri 2016 berlokasi kawasan simprug jakarta selatan universitas pengelolahanya naungan yayasan pertamina pertamina foundation resmikan 11 februari 2016 rencananya universitas menempati lahan seluas 65 hektare kawasan simprug jakarta selatan ditunjang fasilitas gedung masingmasing sembilan lantai lantai sarana olahraga perpustakaan pertamina universitas pertamina membuka ajaran juli 2016 pertamina foundation program studi sarjana minimal 60 mahasiswa ajaran menerima 900 mahasiswa,universitas pertamina universitas diri 2016 lokasi kawasan simprug jakarta selatan universitas pengelolahanya naung yayasan pertamina pertamina foundation resmi 11 februari 2016 rencana universitas tempat lahan luas 65 hektare kawasan simprug jakarta selatan tunjang fasilitas gedung masingmasing sembilan lantai lantai sarana olahraga pustaka pertamina universitas pertamina buka ajar juli 2016 pertamina foundation program studi sarjana minimal 60 mahasiswa ajar terima 900 mahasiswa,"['universitas', 'pertamina', 'universitas', 'diri', '2016', 'lokasi', 'kawasan', 'simprug', 'jakarta', 'selatan', 'universitas', 'pengelolahanya', 'naung', 'yayasan', 'pertamina', 'pertamina', 'foundation', 'resmi', '11', 'februari', '2016', 'rencana', 'universitas', 'tempat', 'lahan', 'luas', '65', 'hektare', 'kawasan', 'simprug', 'jakarta', 'selatan', 'tunjang', 'fasilitas', 'gedung', 'masingmasing', 'sembilan', 'lantai', 'lantai', 'sarana', 'olahraga', 'pustaka', 'pertamina', 'universitas', 'pertamina', 'buka', 'ajar', 'juli', '2016', 'pertamina', 'foundation', 'program', 'studi', 'sarjana', 'minimal', '60', 'mahasiswa', 'ajar', 'terima', '900', 'mahasiswa']","['universitas', 'pertamina', 'universitas', 'diri', '2016', 'lokasi', 'kawasan', 'simprug', 'jakarta', 'selatan', 'universitas', 'pengelolahanya', 'naung', 'yayasan', 'pertamina', 'pertamina', 'foundation', 'resmi', '11', 'februari', '2016', 'rencana', 'universitas', 'tempat', 'lahan', 'luas', '65', 'hektare', 'kawasan', 'simprug', 'jakarta', 'selatan', 'tunjang', 'fasilitas', 'gedung', 'masingmasing', 'sembilan', 'lantai', 'lantai', 'sarana', 'olahraga', 'pustaka', 'pertamina', 'universitas', 'pertamina', 'buka', 'ajar', 'juli', '2016', 'pertamina', 'foundation', 'program', 'studi', 'sarjana', 'minimal', '60', 'mahasiswa', 'ajar', 'terima', '900', 'mahasiswa']"
Evie Christina,5.0,"Insya Allah universitas akan mencetak lulusan2x yg terbaik... program2x kuliah cukup ketat & profesional.
Anak saya kuliah disini angkatan pertama th.2016",insya allah universitas mencetak lulusan2x terbaik program2x kuliah ketat profesional anak kuliah angkatan th2016,insya allah universitas cetak lulusan2x baik program2x kuliah ketat profesional anak kuliah angkat th2016,"['insya', 'allah', 'universitas', 'cetak', 'lulusan2x', 'baik', 'program2x', 'kuliah', 'ketat', 'profesional', 'anak', 'kuliah', 'angkat', 'th2016']","['insya', 'allah', 'universitas', 'cetak', 'lulusan2x', 'baik', 'program2x', 'kuliah', 'ketat', 'profesional', 'anak', 'kuliah', 'angkat', 'th2016']"
Rian Putra Ramadhan,1.0,"Kantin nya panas, bau ada ac cuman tidak nyala kantin nya tidak bagus",kantin panas bau ac cuman nyala kantin bagus,kantin panas bau ac cuman nyala kantin bagus,"['kantin', 'panas', 'bau', 'ac', 'cuman', 'nyala', 'kantin', 'bagus']","['kantin', 'panas', 'bau', 'ac', 'cuman', 'nyala', 'kantin', 'bagus']"
Khaerunnisya Nisa,5.0,"Ini adalah kampus tempat saya menuntut ilmu sejak 2017. Menurut saya, kampus ini memiliki sarana prasarana yang baik. Namun masih memiliki sedikit kekurangan di beberapa tempat.",kampus menuntut ilmu 2017 kampus memiliki sarana prasarana memiliki kekurangan,kampus tuntut ilmu 2017 kampus milik sarana prasarana milik kurang,"['kampus', 'tuntut', 'ilmu', '2017', 'kampus', 'milik', 'sarana', 'prasarana', 'milik', 'kurang']","['kampus', 'tuntut', 'ilmu', '2017', 'kampus', 'milik', 'sarana', 'prasarana', 'milik', 'kurang']"
adil aritonang,5.0,"Anak ku krisfanri natanael aritonang sdh lulus test, tinggal menunggu hasil test ipb untuk memutuskan pilih atau tidak...",anak ku krisfanri natanael aritonang lulus test tinggal menunggu hasil test ipb memutuskan pilih,anak ku krisfanri natanael aritonang lulus test tinggal tunggu hasil test ipb putus pilih,"['anak', 'ku', 'krisfanri', 'natanael', 'aritonang', 'lulus', 'test', 'tinggal', 'tunggu', 'hasil', 'test', 'ipb', 'putus', 'pilih']","['anak', 'ku', 'krisfanri', 'natanael', 'aritonang', 'lulus', 'test', 'tinggal', 'tunggu', 'hasil', 'test', 'ipb', 'putus', 'pilih']"
Nanang Musyadad,1.0,pengembalian uang masuk kuliah anak saya karena pengunduran diri (ketrima SBMPTN) lama dan susah dihubungi kontak telepon nya.,pengembalian uang masuk kuliah anak pengunduran ketrima sbmptn susah dihubungi kontak telepon,kembali uang masuk kuliah anak undur ketrima sbmptn susah hubung kontak telepon,"['kembali', 'uang', 'masuk', 'kuliah', 'anak', 'undur', 'ketrima', 'sbmptn', 'susah', 'hubung', 'kontak', 'telepon']","['kembali', 'uang', 'masuk', 'kuliah', 'anak', 'undur', 'ketrima', 'sbmptn', 'susah', 'hubung', 'kontak', 'telepon']"
Ardila Putri,5.0,Universitas Pertamina bagian dari Asosiasi Perguruan Tinggi BUMN. Merupakan universitas swasta yang uang kuliahnya termasuk salah satu yang paling murah dan sangat worth it dengan kualitasnya.,universitas pertamina asosiasi perguruan bumn universitas swasta uang kuliahnya salah murah worth it kualitasnya,universitas pertamina asosiasi guru bumn universitas swasta uang kuliah salah murah worth it kualitas,"['universitas', 'pertamina', 'asosiasi', 'guru', 'bumn', 'universitas', 'swasta', 'uang', 'kuliah', 'salah', 'murah', 'worth', 'it', 'kualitas']","['universitas', 'pertamina', 'asosiasi', 'guru', 'bumn', 'universitas', 'swasta', 'uang', 'kuliah', 'salah', 'murah', 'worth', 'it', 'kualitas']"
Pariyo Sahriman,5.0,Ponakan q mejadi Mahasiswi di Kampus ini juga... Pertama kali datang ke Kampus..bingung Juga  Nyari nya.. Fasilutas kampus  dan Praktek nya.. Bagus..,ponakan q mejadi mahasiswi kampus kali kampusbingung nyari fasilutas kampus praktek bagus,ponakan q mejadi mahasiswi kampus kali kampusbingung nyari fasilutas kampus praktek bagus,"['ponakan', 'q', 'mejadi', 'mahasiswi', 'kampus', 'kali', 'kampusbingung', 'nyari', 'fasilutas', 'kampus', 'praktek', 'bagus']","['ponakan', 'q', 'mejadi', 'mahasiswi', 'kampus', 'kali', 'kampusbingung', 'nyari', 'fasilutas', 'kampus', 'praktek', 'bagus']"
Aminullah Sq,4.0,Dahulu tempat ini lebih dikenal tempat wedding atau pesta perkawinan entah akhir akhir ini kok ada Universitas nya mungkin Pertamina gak mau kalah dengan UI ITB UIN dan atau Universitas lainnya,dikenal wedding pesta perkawinan universitas pertamina kalah ui itb uin universitas,kenal wedding pesta kawin universitas pertamina kalah ui itb uin universitas,"['kenal', 'wedding', 'pesta', 'kawin', 'universitas', 'pertamina', 'kalah', 'ui', 'itb', 'uin', 'universitas']","['kenal', 'wedding', 'pesta', 'kawin', 'universitas', 'pertamina', 'kalah', 'ui', 'itb', 'uin', 'universitas']"
adevi_channel,5.0,Tempat sangat nyaman parkiran sangat luas,nyaman parkiran luas,nyaman parkir luas,"['nyaman', 'parkir', 'luas']","['nyaman', 'parkir', 'luas']"
Yanyan Herdiana,4.0,Tempatnya luas...dan yg saya kunjungi kemarin itu di bagian simprug di bagian penanganan covid19 milik pemerintah,tempatnya luasdan kunjungi kemarin simprug penanganan covid19 milik pemerintah,tempat luasdan kunjung kemarin simprug tangan covid19 milik perintah,"['tempat', 'luasdan', 'kunjung', 'kemarin', 'simprug', 'tangan', 'covid19', 'milik', 'perintah']","['tempat', 'luasdan', 'kunjung', 'kemarin', 'simprug', 'tangan', 'covid19', 'milik', 'perintah']"
Dandy Karunia Wijaya,5.0,"Buat yg tertarik sm industri energi, terjamin banyak ilmu penting dari petinggi migas yg sering buka diskusi di kampus ini",tertarik industri energi terjamin ilmu petinggi migas buka diskusi kampus,tarik industri energi jamin ilmu petinggi migas buka diskusi kampus,"['tarik', 'industri', 'energi', 'jamin', 'ilmu', 'petinggi', 'migas', 'buka', 'diskusi', 'kampus']","['tarik', 'industri', 'energi', 'jamin', 'ilmu', 'petinggi', 'migas', 'buka', 'diskusi', 'kampus']"
M. Afif Rayhan,5.0,"Hallo!, aku mahasiswa dari Brawijaya University tahun ajaran 2015/2016, mau nyoba daftar di universitas pertamina, semoga keterima hehe see you maba 2016 universitas pertamina",hallo mahasiswa brawijaya university ajaran 20152016 nyoba daftar universitas pertamina semoga keterima hehe see you maba 2016 universitas pertamina,hallo mahasiswa brawijaya university ajar 20152016 nyoba daftar universitas pertamina moga terima hehe see you maba 2016 universitas pertamina,"['hallo', 'mahasiswa', 'brawijaya', 'university', 'ajar', '20152016', 'nyoba', 'daftar', 'universitas', 'pertamina', 'moga', 'terima', 'hehe', 'see', 'you', 'maba', '2016', 'universitas', 'pertamina']","['hallo', 'mahasiswa', 'brawijaya', 'university', 'ajar', '20152016', 'nyoba', 'daftar', 'universitas', 'pertamina', 'moga', 'terima', 'hehe', 'see', 'you', 'maba', '2016', 'universitas', 'pertamina']"
Zulkifli Taher,5.0,Kampusnya luas dan fasilitasnya banyak.,kampusnya luas fasilitasnya,kampus luas fasilitas,"['kampus', 'luas', 'fasilitas']","['kampus', 'luas', 'fasilitas']"
Seni Sugiartini,5.0,Informasinya membantu utk yg diluar kota.,informasinya membantu diluar kota,informasi bantu luar kota,"['informasi', 'bantu', 'luar', 'kota']","['informasi', 'bantu', 'luar', 'kota']"
Salsa Safitri Putri Ely,5.0,"Tempat yang bagus, dengan fasilitas oke, serta nyaman untuk lanjut belajar kuliah S1. Yuk Kuliah :)",bagus fasilitas oke nyaman belajar kuliah s1 yuk kuliah,bagus fasilitas oke nyaman ajar kuliah s1 yuk kuliah,"['bagus', 'fasilitas', 'oke', 'nyaman', 'ajar', 'kuliah', 's1', 'yuk', 'kuliah']","['bagus', 'fasilitas', 'oke', 'nyaman', 'ajar', 'kuliah', 's1', 'yuk', 'kuliah']"
Gevinda Rizki Dewi,5.0,"semoga puluhan tahun ke depan anak2ku bisa kuliah di sini 😄 anyway, aku blom punya anak 😂",semoga puluhan anak2ku kuliah anyway blom anak ,moga puluh anak2ku kuliah anyway blom anak,"['moga', 'puluh', 'anak2ku', 'kuliah', 'anyway', 'blom', 'anak']","['moga', 'puluh', 'anak2ku', 'kuliah', 'anyway', 'blom', 'anak']"
Nur Lutfi Trianto,5.0,Universitas itu berada di sebelah kiri bila dari arah stasiun keteta api Kebayoran Lama,universitas sebelah kiri arah stasiun keteta api kebayoran,universitas belah kiri arah stasiun teta api kebayoran,"['universitas', 'belah', 'kiri', 'arah', 'stasiun', 'teta', 'api', 'kebayoran']","['universitas', 'belah', 'kiri', 'arah', 'stasiun', 'teta', 'api', 'kebayoran']"
razalieg firzadah,5.0,"Nganter orang kerja, so far bersih parkiran luas, bagus",nganter orang kerja so far bersih parkiran luas bagus,nganter orang kerja so far bersih parkir luas bagus,"['nganter', 'orang', 'kerja', 'so', 'far', 'bersih', 'parkir', 'luas', 'bagus']","['nganter', 'orang', 'kerja', 'so', 'far', 'bersih', 'parkir', 'luas', 'bagus']"
Muriewan,3.0,Pernah kesini...,kesini,kesini,['kesini'],['kesini']
Abi F Saputra,3.0,Lingkungan bagus. Sayang nya susah akses ut ukuran pendidikan,lingkungan bagus sayang susah akses ut ukuran pendidikan,lingkung bagus sayang susah akses ut ukur didik,"['lingkung', 'bagus', 'sayang', 'susah', 'akses', 'ut', 'ukur', 'didik']","['lingkung', 'bagus', 'sayang', 'susah', 'akses', 'ut', 'ukur', 'didik']"
Ola Novia,5.0,Universitas impian saya ni😊 dalam nama Yesus semoga saya bisa masuk universitas pertamina ini ditahun 2022 nanti😇,universitas impian ni nama yesus semoga masuk universitas pertamina ditahun 2022 nanti ,universitas impi ni nama yesus moga masuk universitas pertamina tahun 2022 nanti,"['universitas', 'impi', 'ni', 'nama', 'yesus', 'moga', 'masuk', 'universitas', 'pertamina', 'tahun', '2022', 'nanti']","['universitas', 'impi', 'ni', 'nama', 'yesus', 'moga', 'masuk', 'universitas', 'pertamina', 'tahun', '2022', 'nanti']"
Sma Pulau tiga,5.0,kapan pengumuman jalur sobat bumi natuna diumumkan,pengumuman jalur sobat bumi natuna diumumkan,umum jalur sobat bumi natuna umum,"['umum', 'jalur', 'sobat', 'bumi', 'natuna', 'umum']","['umum', 'jalur', 'sobat', 'bumi', 'natuna', 'umum']"
Gani Maulana,5.0,Universitas Pertamina mempunyai kantin dibagian belakang,universitas pertamina kantin dibagian,universitas pertamina kantin bagi,"['universitas', 'pertamina', 'kantin', 'bagi']","['universitas', 'pertamina', 'kantin', 'bagi']"
Alun Pratama,5.0,Recomended kampus bagi temen temen yg cari kampus dan kampus benar benar terintegrasi dengan industri,recomended kampus temen temen cari kampus kampus terintegrasi industri,recomended kampus temen temen cari kampus kampus integrasi industri,"['recomended', 'kampus', 'temen', 'temen', 'cari', 'kampus', 'kampus', 'integrasi', 'industri']","['recomended', 'kampus', 'temen', 'temen', 'cari', 'kampus', 'kampus', 'integrasi', 'industri']"
Sugeng Priambodo,5.0,Bismillah semoga ananda Nabilah Suryani bisa lulus tes & kuliah di sini,bismillah semoga ananda nabilah suryani lulus tes kuliah,bismillah moga ananda nabi suryani lulus tes kuliah,"['bismillah', 'moga', 'ananda', 'nabi', 'suryani', 'lulus', 'tes', 'kuliah']","['bismillah', 'moga', 'ananda', 'nabi', 'suryani', 'lulus', 'tes', 'kuliah']"
Danang Sularso Wicaksono,5.0,Sayang baru dibuka tahun ini. Kalau 2011 udah ada. Pengen masuk sini.,sayang dibuka 2011 udah pengen masuk,sayang buka 2011 udah ken masuk,"['sayang', 'buka', '2011', 'udah', 'ken', 'masuk']","['sayang', 'buka', '2011', 'udah', 'ken', 'masuk']"
Warsito Ibrahim,5.0,Tenaga Pengajar dan Fasilitasnya bagus. Banyak expert dari Pertamina langsung yang memberikan materi perkuliahan.,tenaga pengajar fasilitasnya bagus expert pertamina langsung materi perkuliahan,tenaga ajar fasilitas bagus expert pertamina langsung materi kuliah,"['tenaga', 'ajar', 'fasilitas', 'bagus', 'expert', 'pertamina', 'langsung', 'materi', 'kuliah']","['tenaga', 'ajar', 'fasilitas', 'bagus', 'expert', 'pertamina', 'langsung', 'materi', 'kuliah']"
heydot 807,2.0,Posisi maps universitas pertamina  bukan disitu depan jalan.harusnya didalam.susah ngebid nih,posisi maps universitas pertamina disitu jalanharusnya didalamsusah ngebid nih,posisi maps universitas pertamina situ jalanharusnya didalamsusah ngebid nih,"['posisi', 'maps', 'universitas', 'pertamina', 'situ', 'jalanharusnya', 'didalamsusah', 'ngebid', 'nih']","['posisi', 'maps', 'universitas', 'pertamina', 'situ', 'jalanharusnya', 'didalamsusah', 'ngebid', 'nih']"
Evan Septian Yonathan,5.0,"Apakah bisa Saya masuk di Pertengahan semester, Soalnya saya telat Daftar😥",masuk pertengahan semester telat daftar ,masuk tengah semester telat daftar,"['masuk', 'tengah', 'semester', 'telat', 'daftar']","['masuk', 'tengah', 'semester', 'telat', 'daftar']"
razqa razaq,5.0,Bersih.aman.tenang. cocok untuk kuliah. Belajar mengajar..👍👍👍,bersihamantenang cocok kuliah belajar mengajar ,bersihamantenang cocok kuliah ajar ajar,"['bersihamantenang', 'cocok', 'kuliah', 'ajar', 'ajar']","['bersihamantenang', 'cocok', 'kuliah', 'ajar', 'ajar']"
Andi Magfirah,3.0,mau tanya. yang tau lokasi tempat ujian universitas pertamina di makassar dimana ya? mohon bantuannya.,tau lokasi ujian universitas pertamina makassar dimana ya mohon bantuannya,tau lokasi uji universitas pertamina makassar mana ya mohon bantu,"['tau', 'lokasi', 'uji', 'universitas', 'pertamina', 'makassar', 'mana', 'ya', 'mohon', 'bantu']","['tau', 'lokasi', 'uji', 'universitas', 'pertamina', 'makassar', 'mana', 'ya', 'mohon', 'bantu']"
Isak Muzammil,5.0,"Enak banget suasananya, instaspot dan nyaman",enak banget suasananya instaspot nyaman,enak banget suasana instaspot nyaman,"['enak', 'banget', 'suasana', 'instaspot', 'nyaman']","['enak', 'banget', 'suasana', 'instaspot', 'nyaman']"
Dwi Kurniawan,5.0,Kalau mau masuk sekolah ini pakai tes gak tes nya apaan,masuk sekolah pakai tes tes,masuk sekolah pakai tes tes,"['masuk', 'sekolah', 'pakai', 'tes', 'tes']","['masuk', 'sekolah', 'pakai', 'tes', 'tes']"
Yugeu Hugiarsih,4.0,Tempatnya nyaman luas bersih 🙏🏻,tempatnya nyaman luas bersih ,tempat nyaman luas bersih,"['tempat', 'nyaman', 'luas', 'bersih']","['tempat', 'nyaman', 'luas', 'bersih']"
Yansen Prayitno,4.0,"Gedung Griya Legita, tempat yang nyaman untuk belajar. AC berfungsi dengan baik.",gedung griya legita nyaman belajar ac berfungsi,gedung griya legita nyaman ajar ac fungsi,"['gedung', 'griya', 'legita', 'nyaman', 'ajar', 'ac', 'fungsi']","['gedung', 'griya', 'legita', 'nyaman', 'ajar', 'ac', 'fungsi']"
Fauzan Arif,5.0,Semoga universitas pertamina menjadi kampus unggulan di bidang perminyakan Indonesia,semoga universitas pertamina kampus unggulan bidang perminyakan indonesia,moga universitas pertamina kampus unggul bidang minyak indonesia,"['moga', 'universitas', 'pertamina', 'kampus', 'unggul', 'bidang', 'minyak', 'indonesia']","['moga', 'universitas', 'pertamina', 'kampus', 'unggul', 'bidang', 'minyak', 'indonesia']"
Muhammad Shaquille Khalid El Shirazy Gunanjar,4.0,"Semoga cucuku dapat sukses belajar disini, aamiinn ....",semoga cucuku sukses belajar aamiinn,moga cucu sukses ajar aamiinn,"['moga', 'cucu', 'sukses', 'ajar', 'aamiinn']","['moga', 'cucu', 'sukses', 'ajar', 'aamiinn']"
Edi Kusmono,4.0,Semoga anak saya bisa kuliah di universitas pertamina tahun ini.. Amin..amin..amin..,semoga anak kuliah universitas pertamina aminaminamin,moga anak kuliah universitas pertamina aminaminamin,"['moga', 'anak', 'kuliah', 'universitas', 'pertamina', 'aminaminamin']","['moga', 'anak', 'kuliah', 'universitas', 'pertamina', 'aminaminamin']"
kurnia Utama,5.0,Mantap.. Universitas yang Bagus dan Baik untuk Masa depan,mantap universitas bagus,mantap universitas bagus,"['mantap', 'universitas', 'bagus']","['mantap', 'universitas', 'bagus']"
Hari Kirana,4.0,Persiapan dan pelaksanaan vaksinasi yang baik ... Terima kasih,persiapan pelaksanaan vaksinasi terima kasih,siap laksana vaksinasi terima kasih,"['siap', 'laksana', 'vaksinasi', 'terima', 'kasih']","['siap', 'laksana', 'vaksinasi', 'terima', 'kasih']"
Apuy Nugraha,5.0,Fasilitas kumplit kantin banyak pilihan,fasilitas kumplit kantin pilihan,fasilitas kumplit kantin pilih,"['fasilitas', 'kumplit', 'kantin', 'pilih']","['fasilitas', 'kumplit', 'kantin', 'pilih']"
Chang Vincent,5.0,Apakah ada orang di universitas ini yang bermain bola basket?,orang universitas bermain bola basket,orang universitas main bola basket,"['orang', 'universitas', 'main', 'bola', 'basket']","['orang', 'universitas', 'main', 'bola', 'basket']"
Rudi Indra Parlindungan,5.0,Strategis diantara apartemen mewah,strategis apartemen mewah,strategis apartemen mewah,"['strategis', 'apartemen', 'mewah']","['strategis', 'apartemen', 'mewah']"
aten suparman,5.0,Semoga Anaku Intan Deanida bisa di terima,semoga anaku intan deanida terima,moga ana intan deanida terima,"['moga', 'ana', 'intan', 'deanida', 'terima']","['moga', 'ana', 'intan', 'deanida', 'terima']"
Samuel Liputra,4.0,Tempatnya bagus untuk kuliah..  Dan bagus juga guru gurunya,tempatnya bagus kuliah bagus guru gurunya,tempat bagus kuliah bagus guru guru,"['tempat', 'bagus', 'kuliah', 'bagus', 'guru', 'guru']","['tempat', 'bagus', 'kuliah', 'bagus', 'guru', 'guru']"
rita yunessi,5.0,anak kami.kuliah disini,anak kamikuliah,anak kamikuliah,"['anak', 'kamikuliah']","['anak', 'kamikuliah']"
Maru,5.0,"tempatny luas, security nya pun ramah",tempatny luas security ramah,tempatny luas security ramah,"['tempatny', 'luas', 'security', 'ramah']","['tempatny', 'luas', 'security', 'ramah']"
Angga Siagian,5.0,Keindahan senja terpandang dari ruang 2606 Gedung Grialegita,keindahan senja terpandang ruang 2606 gedung grialegita,indah senja pandang ruang 2606 gedung grialegita,"['indah', 'senja', 'pandang', 'ruang', '2606', 'gedung', 'grialegita']","['indah', 'senja', 'pandang', 'ruang', '2606', 'gedung', 'grialegita']"
Ignatius Wibowo,5.0,Kampus yang baik. Ditingkatkan lagi kualitas fasilitas dan prestasinya,kampus ditingkatkan kualitas fasilitas prestasinya,kampus tingkat kualitas fasilitas prestasi,"['kampus', 'tingkat', 'kualitas', 'fasilitas', 'prestasi']","['kampus', 'tingkat', 'kualitas', 'fasilitas', 'prestasi']"
Ryono Agung,3.0,sayangnya akses agak muter klo dari permata hijau..,sayangnya akses muter klo permata hijau,sayang akses muter klo permata hijau,"['sayang', 'akses', 'muter', 'klo', 'permata', 'hijau']","['sayang', 'akses', 'muter', 'klo', 'permata', 'hijau']"
Riyoko,5.0,"Universitas Pertamina simprug lengkap dengan laboratorium, sarana olah raga dan jg residence",universitas pertamina simprug lengkap laboratorium sarana olah raga residence,universitas pertamina simprug lengkap laboratorium sarana olah raga residence,"['universitas', 'pertamina', 'simprug', 'lengkap', 'laboratorium', 'sarana', 'olah', 'raga', 'residence']","['universitas', 'pertamina', 'simprug', 'lengkap', 'laboratorium', 'sarana', 'olah', 'raga', 'residence']"
Edi Sukardi,5.0,Tempat menuntut ilmu  bagi anak2 kita,menuntut ilmu anak2,tuntut ilmu anak2,"['tuntut', 'ilmu', 'anak2']","['tuntut', 'ilmu', 'anak2']"
W 4 L U Doni,5.0,Bagus dan protokol kesehatan dijalankan dengan sangat baik,bagus protokol kesehatan dijalankan,bagus protokol sehat jalan,"['bagus', 'protokol', 'sehat', 'jalan']","['bagus', 'protokol', 'sehat', 'jalan']"
